SAMPLE_ID,Cisplatin_1005,Docetaxel_1007,Paclitaxel_1080,Gemcitabine_1190,Tamoxifen_1199,Lapatinib_1558,Vinblastine_1004,OSI-027_1594,Daporinad_1248,Venetoclax_1909,ABT737_1910,AZD5991_1720,Fulvestrant_1816
MB-3222,-1.410381,-9.705576,-6.511062,-10.004907,1.073381,2.532246,-15.108071,-6.5547714,-6.6927457,-3.5520732,-3.7673855,-4.24931,2.754951
MB-3706,1.4457921,-6.939907,-2.4814053,-10.231409,4.328511,5.886425,-11.757263,-4.0532446,-5.3293333,-1.552397,-5.1160254,-3.4606936,5.2665353
MB-3497,0.65287226,-7.7896276,-3.832184,-9.511114,2.3225052,3.9396982,-13.780712,-7.736458,-5.7078347,-2.4563534,-4.4718184,-4.014918,4.294925
MB-3488,-0.63928926,-9.627107,-6.1431136,-12.074335,1.9998931,2.8246944,-15.416198,-5.3116074,-7.6676483,-2.1261096,-6.090755,-4.95794,2.647505
MB-3711,-0.24805033,-8.29698,-5.2062473,-9.985712,2.4949334,4.6269884,-13.488,-3.4679632,-8.828192,-2.88337,-7.620673,-5.2108517,3.2305005
MB-3548,-1.1008471,-8.804333,-7.2176557,-13.416955,2.858212,1.0344234,-15.031511,-10.715363,-6.7563195,-0.45158422,-2.9858735,-5.5587196,2.4397564
MB-3506,1.2662867,-6.171381,-1.967035,-4.664876,3.0448093,3.6511536,-11.366941,-5.904175,-6.501955,-0.7709213,-3.6154585,-2.2312207,4.5196714
MB-3525,0.070412874,-6.065029,-3.1696916,-8.386238,5.4209943,5.4487944,-9.800631,8.534864,-15.810995,-1.833035,-3.9138043,2.3366113,4.770167
MB-3606,0.5002526,-7.7597885,-4.2907906,-10.198679,4.376263,5.1719017,-12.831057,-1.1450491,-9.824886,-2.4498367,-6.0687356,-3.3774076,4.3741455
MB-3453,-0.070530295,-8.859659,-5.2733946,-10.948177,3.2337723,5.8134317,-13.823652,-2.969496,-9.743557,-2.0214813,-6.4283147,-4.2668715,3.7692516
MB-3545,0.38868076,-7.599249,-5.0897613,-8.719788,3.6495934,4.137945,-12.38919,-5.573922,-7.8591514,-1.8135891,-4.451843,-4.51461,4.032768
MB-3470,1.5125518,-8.028548,-3.7125516,-6.734336,2.8499863,5.661002,-12.438015,-3.1698546,-7.040254,-2.570425,-6.6552505,-3.1748369,4.597484
MB-2765,0.22894621,-7.467662,-3.6165574,-7.851879,2.92818,5.2458897,-12.312446,-1.8154254,-8.654104,-4.404789,-4.9288445,-5.0008,3.5398383
MB-2763,1.5158336,-7.1396265,-3.751933,-4.2514944,3.3336823,4.3783107,-11.640583,-4.259408,-9.0119915,-2.0503519,-6.6879897,-2.7493856,4.418348
MB-2767,0.44233704,-6.4579153,-3.1075046,-7.352846,3.2601473,4.7219963,-11.3935795,-2.0577655,-6.6380982,-2.6849005,-4.789296,-1.2373714,4.9577794
MB-2790,-0.79138005,-9.045025,-6.255828,-8.4637985,0.91582704,3.1093776,-15.424742,-6.624707,-5.818138,-3.4010215,-8.158459,-4.5720882,3.2971275
MB-2769,0.8973801,-7.5935555,-4.602749,-6.1301723,3.0363717,5.0645456,-12.643021,-6.6865997,-8.086348,-2.9392471,-5.9903803,-3.9966419,3.4880948
MB-2842,0.27436215,-7.4654093,-2.4332669,-9.848244,2.2234783,5.4382615,-13.749791,1.9928222,-6.559692,-2.6984656,-7.5015936,-3.8736517,4.037835
MB-2772,0.1571641,-7.284578,-3.4824252,-6.9447417,2.0342407,4.418158,-12.647264,-5.5258946,-5.563424,-3.644919,-5.1489167,-4.155561,3.978326
MB-2779,1.5141277,-7.2828255,-3.5358377,-6.593896,4.0847883,4.972306,-11.612262,-3.8536491,-7.794376,-0.7231124,-6.114042,-3.596372,4.5106025
MB-2774,0.13464975,-7.7364755,-4.78603,-8.86604,3.2133458,4.959677,-12.870756,-2.1873152,-7.855088,-3.3691816,-5.0860295,-3.8369255,4.316982
MB-2983,1.5097606,-7.8651533,-6.075241,-8.005534,4.1456466,1.0363545,-12.36478,-6.0877256,-7.9027257,-0.43176723,-2.826109,-5.025054,2.9550757
MB-3005,-0.39908326,-7.264482,-3.9334607,-10.086389,4.238439,3.5748186,-12.405695,-5.9002857,-10.880093,-1.7866168,-6.1749525,-3.0345209,3.7215137
MB-2977,-1.0735728,-8.323527,-5.257963,-9.948033,2.6610794,4.505715,-13.972292,-0.52138805,-8.021141,-3.47603,-5.539346,-3.033713,4.071264
MB-2996,0.3300612,-7.17667,-4.9676914,-7.4457445,2.686426,3.6019504,-14.1199665,-9.390483,-5.8288713,-2.5428717,-4.5982084,-5.265055,3.4300559
MB-2999,0.3059197,-7.7186933,-3.929301,-7.554966,3.1795735,2.074432,-13.697598,-10.813079,-4.9659195,-0.8080362,-3.5282035,-5.1925883,3.5573606
MB-2994,-0.5816754,-8.785489,-6.5525513,-11.557097,2.2122128,1.4763653,-15.486782,-8.732939,-4.782715,-3.0256686,-3.8669255,-7.9595485,2.5878813
MB-3025,3.083346,-7.4439883,-4.733198,-3.4551525,4.5743747,2.7560291,-11.314249,-3.587904,-9.538942,-0.45359683,-3.1143813,-2.7571318,3.3699644
MB-2984,1.4355665,-6.1437726,-3.0244277,-7.4972982,4.48574,3.374631,-10.730803,-5.716668,-7.9725084,-1.126075,-3.2655082,-3.4347112,4.1039376
MB-3002,-0.16365016,-9.6832485,-7.360432,-10.745015,1.5442924,3.014414,-15.652245,-7.4690733,-7.6102934,-2.7852206,-6.014045,-6.5500717,3.1835017
MB-2845,-0.7035178,-8.557461,-4.8197722,-9.679453,2.7620106,5.041754,-13.475332,-5.623433,-8.125957,-3.7174442,-5.403017,-4.0281725,3.7095954
MB-2912,2.074409,-6.088172,-2.5899982,-9.598179,5.2568817,6.0257215,-10.674179,-4.937096,-6.4570675,-0.74561435,-4.194659,-2.6803427,5.3750725
MB-2844,1.1135652,-6.4543414,-2.9555838,-6.703242,4.2708235,4.408112,-10.812969,1.0145998,-13.382926,-1.6324544,-4.4737134,-1.6063671,4.418017
MB-2847,1.447299,-8.385267,-5.5924606,-8.793493,3.2045054,1.2227983,-13.045646,-5.8747063,-5.965999,-0.7531711,-3.5218844,-5.467499,2.7379122
MB-2849,0.7456404,-8.51352,-4.4311037,-9.511471,3.8418653,6.715235,-13.353529,2.6612587,-9.915778,-2.7236974,-7.391062,-3.1605225,4.331451
MB-2851,-1.0820729,-8.900196,-5.209958,-11.142732,1.7853916,3.0771363,-14.319169,-6.8111677,-6.993436,-2.9507132,-4.3599753,-4.958608,3.183684
MB-2848,-0.80364835,-8.824899,-6.0931983,-10.103047,1.8898274,1.8316693,-14.071417,-5.4682174,-6.3928275,-2.5111694,-3.8708243,-5.3393,3.0849426
MB-2863,0.40303254,-7.1551003,-3.9308012,-7.102721,2.5089447,4.134152,-12.387978,-7.512257,-6.634373,-1.916273,-5.405505,-2.7309096,3.8205686
MB-2840,-1.0218002,-8.797258,-6.2572565,-12.373541,2.4677994,3.392844,-14.401681,-6.155281,-7.8367014,-2.161149,-4.1300864,-4.0593886,3.2326713
MB-2843,0.37176102,-7.6678486,-3.806114,-7.9612994,3.2534845,5.7999363,-12.355126,-1.5484505,-9.379735,-3.3160105,-7.075,-2.7315671,3.9089983
MB-3013,-0.5175396,-8.673834,-5.580507,-8.9739275,2.746788,5.2360334,-14.6849575,-0.32524967,-9.279741,-4.996381,-8.067219,-5.509351,3.6398792
MB-3058,0.97142315,-7.891997,-4.3021326,-9.23887,2.9764376,3.8129396,-12.555345,-7.473751,-3.1455176,-1.9086033,-4.8783393,-3.6509895,4.819538
MB-3016,0.39685768,-7.6246805,-4.095666,-9.542858,1.5749836,3.4043198,-14.09907,-4.508984,-3.9614906,-3.7348785,-8.073478,-2.731223,4.394421
MB-3057,3.2024937,-4.0355787,1.6550307,-6.998463,7.5413,7.7820964,-7.223872,12.303963,-11.6593275,-1.4357915,-4.2217054,3.3599606,7.69363
MB-3008,0.7034714,-7.376276,-4.852107,-5.1990395,3.1264336,4.5787773,-13.098118,-1.2915268,-9.621603,-3.6660933,-6.229579,-2.9845629,4.672673
MB-3021,1.2362485,-8.867857,-6.6010466,-10.881718,3.6829407,3.6346374,-13.696755,-3.2950907,-9.8047695,-1.8693576,-6.0748873,-6.146109,3.34334
MB-3032,-0.6089891,-8.172832,-6.0704856,-11.228413,2.2702248,3.3821726,-14.80381,-6.4227266,-7.2792506,-3.4568164,-6.7741184,-4.483057,3.9604063
MB-3007,0.50610316,-6.559222,-3.1526723,-6.0340586,3.276478,3.9585485,-11.711627,-3.2928157,-8.4172,-2.2493389,-5.402856,-2.5890803,3.8892353
MB-3033,1.4822489,-8.262618,-5.028209,-4.5062437,2.5192895,5.1221833,-12.776112,-3.4463363,-6.741071,-2.541242,-7.374943,-4.4127173,3.8047647
MB-3026,1.2351933,-7.14722,-3.5839288,-5.3066053,3.35359,3.8275108,-11.102694,-4.4574323,-8.509634,-1.6464809,-5.0161533,-0.9299412,4.686548
MB-3006,-0.6961942,-9.217185,-5.312415,-12.2983265,2.6808443,5.5307693,-14.293489,-2.0931466,-8.439041,-4.7828145,-5.4042354,-6.317407,3.8637686
MB-3439,0.6013638,-9.374727,-5.1316624,-6.6719027,2.2043726,4.798642,-13.307878,-5.196114,-8.891586,-3.569676,-7.7752056,-5.0083194,3.32515
MB-3437,3.386321,-5.9898705,-3.0051994,-3.9737978,5.2603173,2.2665436,-9.740676,-12.949102,-6.360447,2.8010697,-3.0090675,-4.487566,3.729611
MB-3395,1.9900537,-6.9567094,-2.2191532,-6.296261,4.797763,9.145444,-10.977943,5.1508617,-10.086512,-3.394301,-6.1660213,-2.804195,5.718191
MB-3386,2.0092497,-6.7625694,-2.9888992,-6.2294626,3.5248957,3.7851949,-11.286001,0.4959526,-9.541698,-2.6038926,-3.9807644,-3.246926,4.5463667
MB-3382,0.61410844,-7.360838,-4.146073,-8.044002,3.1935375,2.568361,-12.54484,-2.7143424,-6.5364084,-1.7787304,-2.868668,-4.327809,4.11929
MB-3379,0.28445023,-7.6231546,-5.4899235,-8.100385,2.1421142,2.0796072,-12.682067,-6.2406197,-6.6565723,-2.1291168,-4.0674143,-6.577656,2.9893494
MB-3430,-0.033881545,-8.411714,-5.5044084,-9.935275,2.8086793,2.7889512,-13.322915,-8.741187,-7.0182858,-0.76941097,-5.3835483,-4.5367637,3.4526842
MB-3389,2.7205758,-5.702464,-2.1019566,-5.5838666,3.8055024,3.2806368,-10.768992,-8.82494,-6.25263,0.5353836,-4.595045,-1.9648371,5.450916
MB-3378,-0.77815723,-9.55382,-6.3213625,-11.0195675,1.9638641,4.5768323,-14.362158,-2.9467916,-7.747354,-3.668625,-7.0638356,-6.374901,3.4377751
MB-3110,-0.820534,-8.495421,-4.9387383,-9.894682,1.8840761,4.487828,-14.599865,-6.7948866,-7.222857,-4.229238,-6.687345,-4.660123,2.7854846
MB-3079,-0.13928616,-7.0829296,-4.1232796,-10.070348,3.87338,4.0216026,-12.434012,-6.207561,-7.8737373,-1.2987106,-6.4520335,-3.53279,3.8463647
MB-3103,2.9490438,-6.4041176,-4.4115734,-3.3050303,3.4658508,2.6181672,-11.187124,-7.244775,-5.9575934,-0.6045203,-4.7252917,-4.141591,4.3475957
MB-3102,1.9268836,-6.3041725,-4.4282823,-7.0161114,4.192809,2.8978992,-11.582291,-11.121468,-5.482794,0.49899507,-2.4201636,-3.866033,4.5879545
MB-3085,1.0909181,-8.408053,-5.4189916,-8.131626,3.2932727,5.1783648,-13.529633,-9.955755,-6.544401,-1.5181974,-5.5574045,-6.6159153,4.513942
MB-3122,2.5733333,-6.729585,-3.208405,-5.320581,4.7722583,7.357524,-9.785401,7.6383533,-14.230561,-1.9776834,-7.1671867,0.19651937,5.48831
MB-3104,2.468811,-7.489613,-5.1269493,-6.0631943,3.3501575,2.166987,-12.290842,-10.456156,-3.2084098,1.1032639,-4.961022,-5.538154,4.520543
MB-3123,2.058286,-7.4130964,-3.5261917,-6.3173075,3.0820355,3.7694147,-12.239245,-5.7670026,-5.530241,-0.6616864,-3.7182243,-5.235075,3.773255
MB-3121,0.74019986,-6.952819,-4.6162543,-8.398516,3.2005582,3.1427505,-13.273023,-6.552952,-6.1411037,-1.3292847,-4.6441884,-5.3393755,4.35618
MB-2835,0.22632241,-8.651583,-5.2753267,-8.816101,2.9992065,4.3726535,-12.730144,-5.44962,-8.988918,-1.6192478,-6.2614,-5.381818,3.6012273
MB-2838,-0.5546459,-8.479586,-6.3113737,-10.325065,2.184207,3.2412467,-14.331737,-5.574345,-8.391914,-3.0348399,-5.961033,-4.948417,2.5527232
MB-2801,1.2108607,-6.092053,-2.744622,-5.012638,2.9432669,3.653924,-10.79005,-4.9377217,-6.7339582,-2.0496202,-4.7803235,-2.476726,4.2526207
MB-2834,-0.54235303,-8.436392,-4.6914644,-11.0005245,3.4419067,4.813155,-13.201712,-0.96234894,-8.757148,-2.8533447,-4.2523937,-3.663629,3.4524112
MB-2796,-0.9131948,-8.235799,-5.0419726,-10.804993,3.1722329,4.9767437,-13.896441,-5.3877325,-6.869108,-3.618506,-4.372593,-5.831561,3.2710333
MB-2857,0.5899379,-6.744453,-2.7442076,-9.1612835,4.7220197,8.02104,-11.55134,9.123301,-10.559687,-4.452373,-7.243661,-1.7765467,5.440518
MB-2819,0.72325623,-7.4730983,-3.8291206,-5.70849,2.7771995,4.72887,-11.917633,-6.2291403,-7.2652493,-1.9474915,-6.350699,-4.264051,3.3132138
MB-2781,3.1806245,-5.605358,-2.2301955,-3.057794,4.3540077,4.4157124,-9.988763,-3.5995803,-7.307205,-1.0172479,-4.050044,-4.30296,4.9532924
MB-2793,1.5735853,-5.575979,-1.8028126,-6.1515813,3.5749247,3.9206822,-10.487131,-4.5474396,-5.483671,-1.1267887,-3.248297,-1.7505708,4.699675
MB-2827,1.9418442,-6.0809155,-1.6604686,-8.262582,5.7458243,6.02124,-10.163441,-2.3192549,-6.112134,-1.5670817,-4.8940935,-1.8911333,5.7246923
MB-2814,0.9095633,-7.8905964,-4.71822,-8.824569,3.5735343,3.6671362,-12.780751,-6.729708,-6.4523497,-0.52412176,-5.806093,-5.9290414,3.4353142
MB-2791,-0.14185822,-8.100422,-5.616133,-10.755655,4.34371,3.9843426,-13.871618,-5.4687853,-8.132436,-1.4606239,-5.904624,-5.4469285,3.9150305
MB-2803,-0.7695801,-9.398001,-5.2650366,-10.058983,2.4793887,4.3790812,-14.272739,-0.9268036,-6.597041,-3.5100977,-5.622588,-4.459056,3.136722
MB-2797,0.31228054,-7.8019743,-2.729954,-7.377925,2.3843021,4.384317,-12.26691,-6.771678,-4.3397284,-1.9775887,-5.4625874,-3.0072298,4.2448964
MB-2795,0.6545687,-7.582058,-4.378775,-5.3629713,2.4525843,3.865312,-12.583323,-1.5449953,-7.3577113,-2.841422,-5.1871357,-3.4159362,3.7129436
MB-2786,1.0172691,-7.514802,-4.596773,-6.8680434,3.8611221,5.0510354,-11.333764,-1.5115919,-9.660397,-2.3537958,-5.494508,-3.3032036,4.1441226
MB-3850,0.00024425983,-8.933929,-5.794754,-7.890259,2.0655699,3.3808672,-14.502382,-7.7146325,-4.426438,-3.1595778,-5.712089,-7.503173,2.8821163
MB-3556,0.52440035,-7.251546,-1.6351924,-7.682002,4.0695324,5.436053,-9.647046,8.855862,-13.821468,-3.9821434,-4.8362837,-0.6722717,4.440064
MB-3838,3.0582647,-6.681415,-2.9576447,-2.1975355,4.542529,3.7932038,-9.522351,-8.735769,-10.03133,1.7608516,-4.0267415,-2.853119,3.7525036
MB-3707,-0.6208675,-8.767491,-5.312872,-10.235813,3.3756502,6.2482386,-14.206142,-1.8240247,-8.050591,-4.1747994,-6.283313,-5.678957,3.5279264
MB-3600,0.42505562,-6.7092032,-3.7348108,-8.316443,2.3594387,2.034903,-13.782768,-7.176979,-7.91422,-2.4554734,-4.782066,-4.3267407,3.4045298
MB-3824,-0.41872883,-7.0538764,-3.1936126,-8.187007,2.1341116,3.1618707,-12.695309,-3.6573806,-3.786386,-2.8064423,-5.3637776,-4.352761,3.5024104
MB-3823,-0.71812165,-9.103085,-5.0898037,-9.355942,2.3795652,4.3188925,-13.959569,-1.6456375,-7.258398,-4.2917504,-6.9675913,-5.707466,3.2425709
MB-3781,2.271401,-7.0534844,-3.405952,-3.4035687,3.3584747,5.8408117,-11.602489,-8.375122,-7.2700386,-1.434654,-6.7981596,-3.070399,4.4594264
MB-2642,2.203278,-6.046923,-3.27596,-4.511168,4.4245596,5.0298157,-10.467713,-3.5407317,-8.922939,-1.114649,-4.0376544,-2.1477208,4.809309
MB-2686,2.9338574,-5.044971,-0.6676688,-3.113791,5.5260983,6.764021,-8.081701,0.58345795,-12.060041,-1.7733953,-4.6717463,-0.5316539,5.7980843
MB-2616,-0.17083704,-8.304518,-5.275455,-9.275826,2.2762294,5.7685404,-14.381918,-4.2220454,-6.777774,-3.9407969,-7.420945,-5.7799253,4.131706
MB-2634,0.6182796,-6.8464904,-4.8240843,-6.716449,2.7660973,1.9119194,-12.872871,-5.2356167,-7.4588256,-1.8854194,-3.534487,-3.2004762,3.7339344
MB-2613,0.48578286,-6.6658316,-4.0702767,-5.7770195,3.5998356,3.0977817,-11.462873,-2.7474914,-7.5465126,-1.4950016,-3.0958934,-2.4456263,4.225426
MB-3842,1.7356496,-6.6451006,-2.2897363,-2.6783605,3.690557,5.9938,-11.042326,-0.4805169,-9.156832,-2.842769,-5.8349566,-1.9708142,4.666362
MB-3866,0.48622954,-7.406412,-3.4105983,-7.1655455,2.6025698,4.6090946,-12.192071,-4.8601913,-7.2836347,-3.6047373,-5.6309185,-1.9462736,5.0160427
MB-3874,-0.2582842,-8.48242,-4.6679506,-6.6043186,1.2281604,4.105509,-13.669319,-6.139776,-7.322757,-3.8482153,-6.50834,-6.391434,2.6844754
MB-3871,0.9514957,-8.963625,-5.152875,-8.819309,3.8035226,7.276261,-12.846865,0.52082443,-8.832094,-3.1974177,-6.7967257,-4.7933574,3.993392
MB-3702,1.5479119,-7.8035164,-4.557762,-8.624547,3.2387276,6.020918,-13.558224,-3.1876462,-6.310031,-3.0933962,-7.0623503,-5.376739,4.6089535
MB-3105,1.458887,-6.316935,-3.1500864,-6.7315097,3.306325,3.7149308,-11.576463,-5.2469363,-4.9433527,-0.62565714,-3.5893207,-3.9438932,4.743782
MB-3852,-1.5082864,-7.5641174,-4.0958023,-10.973601,1.7037628,3.724134,-14.446318,-2.8487964,-7.459072,-3.6667752,-5.4159155,-3.9815533,3.466468
MB-3854,-0.089503884,-8.52631,-5.271594,-11.159409,2.4812317,4.08669,-14.860244,-10.9317465,-4.283966,-2.3816216,-5.5617986,-7.070964,3.6581304
MB-3865,-0.48487508,-8.449125,-5.1679564,-10.441332,2.2252963,4.4919667,-14.044008,-7.668141,-7.404579,-3.4894938,-4.4405613,-6.340767,3.878373
MB-3228,-1.1083623,-9.568083,-5.456895,-12.981272,2.4112377,4.312997,-14.983435,-6.4141026,-6.670809,-2.7137303,-6.2669225,-5.2692957,3.5377202
MB-3028,1.0404588,-7.279864,-3.535007,-8.663782,4.59478,6.40093,-10.942974,3.1083593,-11.94042,-3.103837,-7.6410522,-2.766251,4.5857835
MB-3502,0.96776044,-8.281072,-3.9080958,-8.700141,3.1829424,4.4090776,-13.636616,-5.205004,-7.2132673,-1.7965131,-6.204851,-3.991466,4.38319
MB-3567,1.1728069,-8.322536,-4.155184,-9.012728,4.3572607,5.7905884,-12.63605,-1.8645034,-7.9742785,-1.590289,-6.1770506,-4.3726788,4.596718
MB-3752,0.22852391,-8.325888,-3.7015567,-9.426846,2.7375448,6.689021,-14.030598,-1.5351515,-6.752807,-3.7189448,-5.5385423,-3.5887895,3.9965808
MB-3450,-0.058426023,-8.803728,-5.806952,-11.413855,3.3906357,2.1543255,-13.466788,-8.880171,-6.5559893,0.052939296,-2.1282163,-6.093617,3.146035
MB-0444,0.02909553,-9.335836,-6.6616306,-8.91163,1.6546283,2.942954,-15.825812,-11.375944,-3.4579265,-2.0431263,-4.756738,-7.3951015,3.5012949
MB-0476,-0.4253533,-8.541074,-4.868586,-9.62085,2.0940185,6.94443,-15.1116295,0.53463936,-6.7147574,-5.8965087,-6.510015,-5.372588,3.7612627
MB-0610,0.67943454,-7.036809,-2.970378,-9.3782015,4.1512628,5.0821323,-11.366244,-6.096256,-7.394432,-1.5036132,-3.4962063,-2.242796,4.466297
MB-0451,1.5979195,-7.191992,-3.294054,-9.331802,4.437691,5.6026864,-11.622728,-8.373941,-6.3517504,-0.30568588,-4.154823,-3.6899664,4.8820806
MB-0133,2.427865,-7.898167,-4.378807,-7.3702497,4.0739613,5.6038046,-11.294951,-6.588517,-6.447485,-0.35861397,-6.054549,-2.906261,5.070165
MB-0005,0.51266634,-8.561869,-5.016927,-8.234586,2.970384,5.271408,-12.8381605,-2.2607715,-7.4088173,-2.9111638,-6.5883083,-5.260086,3.9873796
MB-0048,-1.2249821,-10.183491,-7.543016,-12.136213,2.061872,4.578026,-16.01131,-6.2757416,-7.4192657,-4.633137,-5.99546,-6.5389214,3.0099208
MB-0083,0.046521485,-8.107004,-5.210289,-7.4746666,2.302662,4.260795,-14.001623,-7.2024474,-6.1494184,-3.5233226,-4.9414577,-3.8995848,3.9400337
MB-0053,-0.58533084,-7.381562,-3.0019739,-5.732684,2.2752247,5.164098,-13.389435,-1.8401811,-8.219524,-5.2412095,-4.448928,-2.249404,3.1001024
MB-0056,0.7497648,-7.1800985,-3.4875197,-6.4321756,3.4804513,4.009984,-11.694299,-4.8508353,-7.4864426,-2.223723,-5.963733,-2.209301,4.062495
MB-0068,0.57502663,-7.6569366,-5.496011,-6.5759077,2.1137834,3.8410234,-14.557054,-9.899101,-6.5935817,-2.6477458,-6.111775,-5.3162117,3.901864
MB-0093,0.22095829,-8.512781,-5.5186806,-7.4935555,2.167917,3.644894,-14.107594,-8.577808,-6.3258038,-3.1835802,-6.6185617,-5.2008605,3.0842571
MB-0079,-0.7956208,-9.766716,-6.3707094,-7.776532,1.8886769,5.1006536,-15.141649,-1.2391458,-12.290525,-4.853178,-7.351712,-6.0228252,2.393102
MB-0108,-0.9994856,-9.550968,-6.051201,-9.700503,2.001369,4.5654335,-15.51657,1.812468,-9.663621,-5.6164885,-7.4701385,-3.8590982,3.2052984
MB-0006,2.7212386,-5.9309044,-2.412105,-3.7937174,3.419521,4.911268,-10.046574,-5.143573,-7.3008833,-1.7568223,-4.635246,-1.7019668,5.0453424
MB-0014,0.27277207,-7.9519005,-4.4013906,-6.8661814,3.3055875,5.5809374,-12.173369,-3.788896,-10.306482,-3.558241,-5.6460004,-3.3634462,4.1876945
MB-0022,-1.0383078,-9.073025,-5.9381895,-11.724937,2.7688756,5.4458175,-14.770484,-3.14889,-9.838152,-4.83402,-6.8338885,-6.662115,3.1514182
MB-0039,-0.06647706,-7.951343,-4.026385,-5.546335,1.4383202,4.0766897,-15.330993,-9.399229,-5.3282075,-3.1346653,-8.489782,-2.9578385,3.2683675
MB-0062,1.4436353,-7.587966,-3.149489,-6.6196747,4.792041,8.290035,-11.66709,8.195972,-15.454311,-2.9822598,-7.8187304,-2.867909,4.8898616
MB-0054,-0.55553174,-7.653211,-4.047592,-9.237223,3.0542872,4.710779,-13.330975,-0.95327187,-9.722606,-4.0782824,-6.6385007,-3.3959754,3.6646483
MB-0081,-1.4390208,-9.031633,-6.0674443,-12.154451,2.7257817,4.4805737,-14.794858,-3.9746635,-9.804665,-3.7276878,-7.90418,-5.1242313,3.183167
MB-0071,-1.2757941,-9.4353075,-6.4667015,-11.409326,2.2648137,4.1597986,-15.749729,-9.795551,-8.451933,-4.134577,-6.7935452,-6.2740088,2.6493583
MB-0099,-1.0309163,-9.403983,-6.221841,-10.318686,2.15581,5.395224,-15.523531,-6.458041,-7.3193874,-4.852391,-7.877627,-6.330036,3.1985817
MB-0064,3.1263227,-6.275198,-3.4906194,-3.3923922,4.1082907,3.986776,-10.424622,-10.652763,-6.295305,0.747252,-5.151366,-4.948675,3.9231975
MB-0107,1.1903718,-5.146061,-0.87458324,-6.480614,3.8268723,3.6159415,-10.494277,-7.15282,-8.419043,0.18423009,-3.2937543,-3.7535877,4.025251
MB-4681,0.58951557,-8.819513,-6.4294243,-12.78418,4.1618853,2.7650785,-14.114357,-14.216119,-2.9860716,0.42747414,-4.509982,-8.53985,3.256675
MB-4626,0.5912988,-8.524931,-6.121274,-11.93325,3.3369272,1.4924464,-14.087131,-15.6125145,-3.6906896,1.4696367,-3.9707036,-1.7266626,3.3752623
MB-4639,2.9317026,-5.362802,-2.8312693,-5.845756,4.2789106,3.0247216,-10.087071,-14.137669,-3.926021,1.4149623,-2.4472966,-2.142395,4.175248
MB-4673,2.1370354,-6.4075785,-3.3780036,-5.994086,4.9435806,2.6876993,-10.753262,-11.343004,-6.999713,0.9977722,-4.767923,-2.967025,4.360765
MB-4711,0.93160677,-7.5279284,-4.523889,-8.853793,4.217662,5.6441717,-12.878947,-6.871268,-6.0609503,-2.4068956,-5.522721,-4.639469,4.221957
MB-4607,1.0977535,-8.40002,-6.625101,-10.4316845,4.1802998,2.7095363,-13.482809,-12.128542,-5.613728,1.0996993,-4.970878,-5.9043083,3.5094924
MB-4669,2.1148577,-6.751859,-3.586123,-8.037434,4.938269,3.7880733,-11.046024,-12.019512,-5.6432133,0.9273548,-4.760799,-0.49409986,4.4982758
MB-4015,0.95828795,-8.186169,-2.1199338,-8.201718,3.1202166,5.877216,-11.327047,-0.76784515,-5.2315626,-2.5411425,-5.448989,-1.3946357,4.5875444
MB-2931,-0.68953145,-7.655309,-4.6388927,-9.110058,3.5842304,3.3498774,-12.6401615,-6.695597,-6.6106787,-2.3270113,-4.599629,-3.9738407,3.8519797
MB-2927,2.0543404,-6.800647,-4.107787,-7.179329,3.537629,5.3942447,-11.287471,-5.877485,-7.603136,-1.329602,-5.881726,-2.65027,4.9575095
MB-2919,0.7754928,-6.766173,-3.3454952,-5.8633103,2.8341331,4.504754,-12.719543,-9.6238,-3.785244,-1.6307213,-5.6412296,-5.595648,3.7546427
MB-2944,-0.3510164,-8.773187,-5.686464,-9.992819,2.4703918,6.230069,-14.122619,-2.0482593,-7.510384,-3.3124003,-7.875433,-3.6169937,3.9313698
MB-2929,-1.2692734,-9.767667,-4.95531,-11.050832,2.1786416,6.223471,-14.802364,0.99892426,-10.493696,-4.3600745,-8.76324,-4.2508674,3.485889
MB-2932,1.7366201,-5.910678,-2.5569353,-4.255464,2.4483051,3.8482132,-10.545076,-5.7187815,-7.503769,-1.4566727,-5.150527,-1.601542,3.931086
MB-2724,-1.3004524,-9.115223,-5.1738257,-10.704493,1.5632203,6.1020174,-16.390663,2.7415972,-5.6064634,-5.286219,-6.916762,-0.98362875,3.5723178
MB-2712,0.35536873,-8.543075,-6.0760956,-6.9637423,1.8987501,3.8507519,-13.623174,-7.041289,-6.383056,-2.2101657,-6.7922616,-3.8708563,3.3585413
MB-3062,2.5484543,-5.845187,-0.84746456,-5.3557005,6.5313063,10.331039,-8.833921,12.075939,-15.019253,-4.90864,-7.836624,-1.5111012,6.111286
MB-3050,3.4676561,-5.6929913,-2.2101655,-3.1047564,5.7407436,6.200568,-8.563896,-5.545497,-11.555965,0.9683566,-6.0527067,0.51662254,4.6164684
MB-4722,0.7817398,-8.378498,-4.7918606,-9.973217,3.751085,3.8082783,-13.033913,-5.48668,-5.70296,-0.33664465,-7.0690756,-5.433835,2.877117
MB-4731,2.1770778,-7.491536,-4.412846,-8.910589,5.8482475,4.52544,-11.396028,4.1245995,-9.8129,-0.3477193,-4.878195,-2.5721545,4.748989
MB-4725,1.6251738,-6.8122826,-2.7680163,-5.379687,3.669714,4.8326254,-10.260656,-3.7621236,-6.943432,-1.7663316,-5.0020723,-1.805615,4.561902
