SAMPLE_ID,Cisplatin_1005,Docetaxel_1007,Paclitaxel_1080,Gemcitabine_1190,Tamoxifen_1199,Lapatinib_1558,Vinblastine_1004,OSI-027_1594,Daporinad_1248,Venetoclax_1909,ABT737_1910,AZD5991_1720,Fulvestrant_1816
MB-5061,1.7624391,-4.737324,-0.7710936,-5.5736113,4.4808016,4.9042945,-9.506619,-8.006674,-5.3530307,-1.6899762,-4.3592095,-2.2865288,4.1155586
MB-5070,1.8394122,-7.1893163,-3.287944,-8.642035,4.8008165,6.822325,-12.292765,-5.8799815,-6.724443,-1.3484066,-6.8329916,-4.202238,4.875396
MB-5059,0.5365581,-7.5906696,-5.350058,-10.256784,3.2830057,2.0435958,-13.488941,-12.198439,-4.0871735,0.032296658,-5.0274615,-5.2068434,3.8211353
MB-4266,0.94185406,-8.456153,-5.7458186,-8.15221,2.518703,0.4599383,-13.45771,-6.8765545,-3.6423306,-0.4427333,-3.4106123,-3.5008757,3.2335262
MB-4276,1.424511,-7.7847595,-4.351845,-8.25869,4.28085,2.6771517,-12.4835615,-9.090678,-5.7126093,-0.51046795,-5.462104,-4.6681447,3.6178489
MB-4771,0.45429933,-7.8701835,-5.6008625,-8.090127,3.0351863,2.078807,-13.409756,-8.724198,-4.9840603,-1.4837837,-5.3957148,-7.4679394,3.3967197
MB-4739,-1.671229,-9.713746,-6.5389147,-12.407562,2.6540482,3.192407,-15.636453,-4.927061,-6.605995,-3.0568736,-6.1173496,-6.238272,2.730956
MB-5331,2.0708053,-5.9156775,-3.5655837,-5.007412,2.8043551,1.6621995,-10.526416,-9.437733,-4.0317373,-0.9694798,-5.50531,-5.8786526,3.6009152
MB-4743,1.5705118,-8.740268,-5.3364415,-8.534749,3.5439954,5.6521335,-13.159489,-9.898146,-6.692431,-1.8199412,-6.657687,-6.7458467,4.0328856
MB-4785,0.5493758,-7.2907486,-4.604203,-10.754696,4.3193192,2.6061547,-12.744805,-10.411013,-5.540162,0.0459491,-5.1163616,-5.818587,3.0898054
MB-4778,0.9899752,-6.893527,-2.4110546,-6.1827245,4.1671343,3.8342671,-10.907276,-6.5685515,-5.8934946,-1.6573318,-4.8047748,-4.2375526,3.7217102
MB-4763,1.3614868,-8.139145,-4.0029335,-8.328854,3.914781,5.5114717,-11.6252,1.8078485,-10.854247,-2.5523853,-5.8770895,-1.4913802,4.1575923
MB-4779,-0.9588468,-8.657454,-6.118102,-13.111011,3.5203598,4.199609,-14.062308,-5.4538803,-7.5205894,-2.3388572,-6.127391,-7.2567697,3.4382787
MB-4849,0.8471087,-5.6267867,-3.5429485,-10.099358,5.3208985,2.244198,-11.815099,-10.574137,-7.0143304,0.97654676,-3.0113616,-4.1770105,3.786067
MB-4787,0.58238506,-6.3834825,-3.7121835,-9.623312,4.226353,2.9329953,-12.528114,-2.9527454,-6.6477365,-1.7906761,-4.5107822,-5.796146,4.119742
MB-4767,1.2054338,-6.1097736,-3.5462935,-9.204981,3.679569,2.9222283,-13.297406,-4.562782,-7.479799,-1.2227758,-3.296945,-5.0891943,4.397196
MB-4784,1.9678922,-7.040225,-4.361085,-10.7463665,5.6501946,3.8334122,-11.32524,-12.480278,-4.5297613,1.6763108,-2.908679,-4.973616,4.4097834
MB-5043,-1.1304964,-8.23286,-5.2429934,-13.220644,3.759657,2.6091459,-13.570547,-6.1913195,-7.8459587,-1.7240309,-4.5130415,-4.4663706,2.9127557
MB-4992,0.5161776,-8.215963,-4.6070833,-10.772751,3.8148565,3.6125977,-12.922666,-8.540617,-5.063271,-0.2797656,-4.451415,-3.9283113,3.7237983
MB-5020,0.017156005,-7.313072,-3.5631554,-9.794409,3.9811554,4.912556,-12.03276,-5.180455,-7.3693495,-1.4922523,-6.934849,-5.1259427,3.272446
MB-5019,1.8509341,-7.561584,-3.4721813,-8.23184,4.063321,6.6326694,-11.714262,-5.4331117,-5.859992,-1.5990041,-7.0532537,-2.9968097,4.6094704
MB-5015,0.34461546,-7.005705,-3.6752708,-7.9545236,2.904788,3.0141969,-12.869472,-11.065575,-6.7308517,-1.8029563,-6.047511,-4.6599545,3.2504961
MB-5048,2.4522228,-5.1397552,-1.7686331,-2.6960335,4.5257063,4.143752,-8.976072,-4.5871162,-8.257166,0.15185666,-5.115307,-0.32301497,5.073505
MB-5035,-1.37965,-8.574903,-5.1091294,-13.511299,2.9160285,5.5333376,-14.823252,-0.51944065,-6.9740295,-3.469361,-7.125527,-5.3015633,3.8296869
MB-5398,-0.15211117,-8.035037,-4.1113462,-9.448292,3.6459198,4.4235597,-12.513687,-1.8932981,-8.873027,-2.3678584,-6.4204493,-5.1148825,3.2442276
MB-5377,-0.4853059,-7.5716386,-3.8824103,-11.758532,2.1107535,4.2218738,-13.779456,-8.406452,-6.1514916,-2.5093174,-4.804983,-5.537075,3.3107696
MB-5291,0.67522806,-6.72055,-4.7612543,-7.301432,2.8085265,2.5143585,-14.532057,-10.335056,-4.798754,-1.801652,-4.294071,-4.333568,3.7123635
MB-5403,1.8805331,-7.9944997,-4.837287,-4.9610443,4.0564313,3.0745945,-11.395542,-9.722118,-8.416596,0.8218248,-5.232355,-4.1330767,3.1905792
MB-5224,0.64856106,-8.031283,-5.7074356,-8.235254,3.8680336,4.107219,-12.957023,-9.159214,-7.4328923,-1.3855577,-5.009568,-4.858609,3.0658555
MB-5369,1.0404663,-6.7236834,-3.8068645,-8.366229,5.308125,4.0110583,-11.466402,-6.7972383,-8.120048,0.33258402,-5.750635,-5.8021283,3.8275976
MB-5404,-0.21680605,-8.67613,-5.5168986,-10.90951,3.6079984,4.2070436,-13.723041,-3.7587705,-8.730202,-2.1080103,-7.101989,-5.909687,3.003413
MB-5397,0.52799547,-7.86356,-4.6268616,-7.8515863,3.4820547,4.0050564,-12.811552,-3.9186788,-9.789351,-1.138793,-7.4352884,-5.152134,3.9147558
MB-5378,1.8611475,-6.01274,-1.7347131,-7.4316893,5.3640423,6.299788,-11.52024,0.1659646,-9.914208,-1.0607045,-3.9942582,-1.9252603,4.9538727
MB-5388,0.67559195,-6.799265,-4.5991774,-8.250846,3.183863,3.8291495,-12.932936,-11.231081,-6.8623514,-1.3960932,-4.9364944,-3.6667202,4.0812235
MB-5395,0.2714718,-8.158567,-4.74444,-10.883978,3.091122,3.1032057,-12.128153,-9.234541,-8.220865,-0.99670184,-4.7440333,-3.5298138,3.9605646
MB-5365,1.594688,-7.714824,-4.1813197,-7.079129,3.8025377,5.3452163,-11.631994,-5.8449883,-7.7039037,-0.8656033,-7.9866533,-4.9508553,3.789476
MB-5389,0.02482158,-8.081935,-6.5845413,-9.123765,1.7423385,1.0460315,-15.794462,-11.429136,-2.738275,-0.91055787,-3.7361689,-4.88952,3.8189497
MB-5385,1.0380583,-6.3094773,-3.0443635,-8.849259,3.9850416,3.631753,-11.782336,-8.168281,-6.2899733,-0.47486633,-6.0467663,-3.479064,3.9289892
MB-5393,2.4617963,-6.4294276,-5.1972804,-7.630562,5.447385,1.1584346,-11.636578,-12.434944,-5.1352415,2.4441473,-3.5278275,-4.1431913,3.7948573
MB-5289,-0.044015527,-7.089072,-3.0653539,-10.673355,3.2023537,4.695099,-11.948495,-5.0094337,-5.7468634,-1.8261926,-6.6457853,-5.3202,4.5109377
MB-5361,0.19355959,-6.3535833,-2.0611289,-9.073438,3.7403708,4.2166133,-11.360531,-4.505672,-8.453098,-2.5533955,-4.369255,-3.7958422,3.5686522
MB-5392,0.4815436,-8.991614,-4.7263737,-8.697511,3.0147161,6.0201464,-13.071605,-1.5108285,-8.737785,-2.921739,-7.2201657,-4.9143944,3.871937
MB-5147,1.1312183,-7.5531335,-5.1324854,-10.176017,3.4926305,3.7618992,-13.533922,-7.170663,-6.8561716,-2.1189432,-6.1865506,-7.9914484,3.153367
MB-4140,-1.1204973,-8.723285,-6.235977,-14.233572,4.279731,1.7524765,-14.828897,-10.92086,-7.2734766,0.21831489,-5.7305107,-5.4332194,2.09964
MB-5138,1.450671,-7.024479,-2.6260467,-9.623292,4.8079195,6.3232117,-12.277934,-3.4983406,-5.6963167,-1.1104449,-7.238929,-3.712376,4.1617403
MB-5123,-0.42876375,-7.872859,-4.6042066,-8.145247,1.3211801,2.9251137,-13.993231,-12.699114,-7.3647757,-3.0786319,-4.228098,-5.3850403,2.614791
MB-5065,0.3776312,-7.2604785,-3.135136,-10.529669,3.0643058,5.853876,-12.853018,-1.49051,-4.428479,-3.6096933,-6.0176697,-2.6887927,4.8025775
MB-4127,3.2789412,-7.8765297,-6.3791494,-2.6880927,5.0801554,1.0326653,-11.913358,-8.397585,-10.099083,1.5103774,-4.1601596,-1.955308,3.6228776
MB-5058,-0.7369064,-8.184172,-3.3363507,-12.1836815,3.6808321,6.292389,-13.215078,4.3934364,-9.528246,-3.5800822,-6.6509867,-1.2259641,4.624812
MB-5050,0.26608634,-8.580114,-4.2790728,-10.34765,3.504523,5.355655,-12.014923,-1.5324206,-7.4375496,-2.103034,-7.227724,-4.247473,3.6826806
MB-5027,-1.4347252,-8.827388,-5.3320475,-13.383255,3.0113657,3.498427,-14.698884,-10.91773,-3.901086,-1.733252,-5.617964,-6.693149,2.9836798
MB-5060,1.0021073,-7.5195665,-4.4942207,-11.297148,3.4386225,4.1861434,-12.413078,-5.971595,-4.168185,-0.5032431,-5.81353,-3.9418218,4.243479
MB-5062,2.456412,-6.3744907,-2.1069465,-4.694976,4.915902,5.327315,-9.578629,2.8819675,-9.945223,-1.5636574,-6.680565,-1.8359294,3.9194865
MB-5383,1.343713,-7.5396514,-3.7382662,-8.288676,3.5032444,3.4722471,-11.409708,-8.77121,-6.069706,-0.27854753,-3.2226596,-3.9544854,3.7438736
MB-5101,1.8646984,-6.947109,-4.8656015,-7.419132,3.1370835,2.5360062,-13.395513,-11.311676,-6.146946,0.06980991,-3.5402493,-2.6139925,4.952674
MB-5258,2.3070238,-6.394087,-1.9087598,-8.304781,5.178335,5.332543,-11.48995,-8.595119,-5.161766,0.38173628,-3.6433797,-3.4441097,4.702926
MB-5268,0.8589294,-7.273529,-4.163165,-9.257757,4.1017723,3.880427,-12.082029,-9.73647,-4.562503,-0.42592645,-5.577688,-4.918212,3.9488266
MB-5261,-0.49682033,-7.6287446,-3.7845726,-11.029145,3.456031,3.2914677,-12.820003,-5.736902,-6.612413,-1.0851791,-4.9856825,-4.8872924,3.2737494
MB-5272,0.40793324,-6.9209404,-3.2281709,-10.877239,3.809498,4.995101,-12.607424,-6.804458,-4.5932293,-2.0140269,-6.33463,-4.0091834,4.105231
MB-5264,-0.33419764,-7.814559,-4.7711973,-11.61076,4.268548,3.828436,-12.549308,-11.53577,-8.03475,-0.45809454,-5.5664797,-4.6697736,3.6071427
MB-5259,1.5708442,-6.4822135,-3.1805842,-8.676341,4.0143085,4.6362376,-12.0032425,-2.5266318,-5.6391983,-3.0493722,-5.845994,-2.8824773,4.4019084
MB-5306,1.0991232,-7.0000052,-4.6889577,-12.229624,4.275085,2.0455804,-13.236547,-9.932295,-5.1945076,0.71901226,-4.4121346,-2.347846,4.2768235
MB-5270,2.1566825,-6.878311,-3.5682087,-6.552498,3.460855,4.7523613,-10.238927,-11.001993,-8.23715,1.0963337,-3.4320621,-1.5553865,4.070489
MB-5411,1.0933743,-7.768078,-4.220807,-9.451521,3.9840722,4.0627785,-13.417441,-4.3363,-9.910367,-1.0862992,-4.8552246,-3.8636632,3.8827434
MB-5490,1.2067494,-6.9826736,-4.204283,-9.003877,3.0379953,4.226737,-12.569464,-9.951315,-4.6643643,-0.87658167,-5.313564,-5.2152643,3.588042
MB-5421,1.2701883,-6.6990466,-3.0856695,-7.954874,4.323218,5.7383804,-13.315828,-4.5312743,-7.21275,-2.094156,-3.4229507,-5.259892,4.2372856
MB-5348,2.1560473,-5.822013,-1.2718632,-6.269945,4.744488,6.7401295,-10.685566,-1.4652863,-7.7420964,-1.6360731,-6.1082973,-3.2480893,4.6747093
MB-5429,1.228463,-7.324516,-4.3361816,-8.990449,5.192424,5.4696517,-11.6999655,-5.434374,-8.920104,-0.4677428,-5.760245,-5.0896654,4.005424
MB-5405,0.12386644,-7.408986,-3.9080741,-12.256664,3.5354855,4.8424897,-12.912298,-7.68528,-5.531904,-1.8775243,-5.8848915,-3.3484395,3.343503
MB-5414,2.9040198,-6.3532124,-3.1703975,-4.4370627,3.739823,4.588091,-10.555101,-5.5499964,-7.8422375,-1.1779747,-6.113439,-5.025695,3.9367964
MB-5489,0.8050217,-8.091829,-4.809293,-8.708877,3.3553383,3.9692793,-11.992495,-5.725991,-5.6359687,-1.3782479,-5.8660374,-5.8259473,3.6839278
MB-5417,0.63551724,-7.8970504,-5.2451887,-9.907779,3.387711,3.4708695,-13.873998,-11.796392,-6.401737,-1.0591732,-4.152048,-5.43169,3.4620605
MB-5481,1.7432878,-6.842076,-3.9820414,-4.539856,3.0651753,3.39222,-11.836215,-5.0700874,-4.617574,-0.906548,-3.0394926,-0.67560005,4.6859813
MB-5409,2.9140453,-6.87609,-2.6645079,-6.778822,5.1164656,6.715186,-10.696155,0.21347809,-6.521052,-1.7081087,-7.3222866,-4.3862534,4.658676
MB-5413,0.43766809,-8.680996,-5.3212023,-10.62207,3.059864,2.681897,-12.732536,-11.029826,-5.8216925,-0.31221402,-3.271069,-4.4633336,3.4235308
MB-5299,1.8839178,-8.533511,-4.7722106,-10.667072,4.891968,4.296342,-14.000312,-11.00226,-4.5473924,0.7679539,-2.0183578,-6.5510263,2.9369044
MB-5408,0.5300927,-8.084184,-4.2261877,-9.708478,3.3417697,6.388769,-13.486763,2.1146688,-6.456049,-3.9759746,-6.2060738,-3.7921033,4.706225
MB-5475,-0.035773396,-7.216851,-4.747805,-9.857754,2.980044,2.396303,-13.300663,-9.637054,-6.0398617,-1.3217629,-4.517875,-6.1516943,3.3111498
MB-5505,0.43234563,-8.908328,-5.3116093,-9.165514,2.443376,4.299922,-14.888592,-6.0116186,-5.2021713,-1.3409152,-5.438069,-6.843466,2.603819
MB-5100,1.4262342,-6.8128085,-3.1520474,-8.839789,3.3620837,5.189527,-13.114654,0.42906094,-5.578038,-3.0274029,-5.472064,-4.012182,4.336655
MB-5325,0.5363933,-7.790651,-3.4632215,-10.403219,4.1124363,5.96871,-13.95365,2.697814,-8.258854,-3.6719365,-6.04103,-4.660392,4.905332
MB-5502,0.92706263,-6.696744,-3.9013479,-10.572788,4.3094068,3.0097876,-12.418212,-9.552039,-4.5096407,-0.5323651,-3.9011471,-4.5573874,3.6526027
MB-5485,0.96559525,-7.515052,-5.9681826,-11.390881,4.0151863,2.275859,-13.48024,-11.137337,-4.8747716,1.0034285,-2.4121048,-4.3123965,4.2804856
MB-4293,0.06559825,-8.020364,-5.5588593,-10.447596,3.7595258,0.2114482,-12.240742,-11.290125,-6.40791,0.9961877,-3.5734553,-4.7011747,3.0594587
MB-4289,0.040156484,-6.964935,-4.0723104,-10.586295,3.560394,0.7387855,-12.528493,-13.633134,-6.344043,0.8083508,-3.6016402,-2.0010598,3.0120242
MB-5293,0.36825693,-8.551566,-7.3282385,-11.335058,3.7310102,3.1052837,-13.570175,-10.441708,-8.111251,0.6991646,-4.56757,-4.829408,3.3918018
MB-5381,-0.24687588,-8.861559,-6.057564,-9.337242,2.1109672,2.9219387,-15.122954,-10.120134,-5.972833,-2.889569,-5.8142357,-5.6136026,3.1289916
MB-4834,0.12528968,-7.4737563,-3.6789837,-8.164055,3.2613714,2.96249,-12.685169,-6.182499,-10.785948,-1.0580676,-3.8545284,-4.2386394,3.7417336
MB-5498,1.4986128,-8.108999,-3.9374156,-8.63626,2.5473135,3.6946764,-13.19468,-6.8351684,-3.654394,-2.4470105,-4.4286103,-3.5921474,5.195881
MB-4749,-0.24626815,-7.9932666,-4.6464987,-11.686079,3.9606378,2.9041467,-13.609513,-10.567865,-6.7184515,-0.4833033,-5.0214286,-5.257758,2.7989206
MB-4818,1.2361519,-6.6475744,-4.553277,-8.416144,5.368861,2.7528217,-11.636477,-9.808981,-7.860845,0.7362871,-3.6297467,-6.0576706,4.0589066
MB-4805,0.715985,-6.854643,-3.703291,-6.8478003,3.5525813,2.1912322,-10.976098,-5.731085,-6.5470247,-0.12758517,-3.510323,-4.086503,3.8277428
MB-4809,2.6905894,-7.579865,-2.9220076,-9.221016,5.5537076,7.228424,-12.155933,-1.4388595,-7.260536,-0.5579575,-4.936554,-4.837572,4.3621755
MB-5418,1.6954261,-8.159089,-4.8083744,-8.062878,5.1669617,3.2859051,-11.875597,-9.08508,-11.137815,-0.23314941,-5.274871,-5.6389475,2.7180612
MB-5441,-0.9971678,-10.306011,-7.220344,-13.914759,2.540893,3.4416494,-15.265866,-12.971444,-5.6387205,-1.3479738,-5.918543,-6.870672,2.1679478
MB-5424,1.2962234,-6.159432,-4.135388,-9.87876,3.9019828,3.9746323,-11.276303,-13.5969925,-5.8151507,-1.1915259,-6.6702523,-6.4341807,3.7289853
MB-5296,-0.3482858,-8.692265,-5.3747735,-12.963066,2.8852897,3.6856484,-13.982604,-5.610004,-5.949597,-2.8167038,-5.2385187,-5.7874994,3.53408
MB-5446,-0.20320916,-9.406071,-5.6546016,-8.956582,1.3122153,3.133027,-14.384868,-10.547139,-4.799168,-2.6593962,-3.1184857,-6.023509,3.002788
MB-5137,2.3613462,-5.1133184,0.1237731,-8.105585,6.852956,9.447865,-7.405093,15.115341,-13.728182,-3.3676777,-6.7675323,2.1604147,6.1843677
MB-5219,1.7543199,-5.99284,-2.7599883,-8.823808,4.783472,5.236894,-10.9604845,-4.5809884,-5.7300887,0.016088128,-3.8305497,-2.5948637,5.417494
MB-5093,0.82502127,-6.700346,-3.5701985,-9.059194,4.0557456,3.1644597,-12.046102,-5.5420833,-6.2394657,-0.4922762,-3.3326325,-2.6019764,4.7115746
MB-5350,-0.6010417,-8.792837,-5.171457,-11.650166,2.9247627,3.0179882,-12.96948,-7.037944,-5.644263,-2.537477,-3.8723855,-4.899006,2.933523
MB-5230,0.7025233,-7.4096165,-4.02648,-8.162405,3.1627455,4.713008,-12.213783,-7.1312003,-7.4070377,-2.386806,-7.055804,-4.353147,3.9250524
MB-5206,0.7218448,-6.8580074,-3.642915,-9.13848,3.2867866,3.6578805,-10.673678,-6.589843,-6.194749,-0.43826365,-4.9656844,-2.2515945,3.9268332
MB-4687,1.1938906,-6.9215136,-2.9326253,-9.179989,4.420968,7.322829,-11.817763,-0.66779613,-7.2093015,-1.4576632,-6.2513447,-1.8619819,4.864103
MB-5433,1.9362092,-6.6297884,-3.8990755,-7.2209187,4.6203055,4.138303,-11.694265,-9.070054,-6.0543222,0.117913485,-3.5999756,-1.5527053,5.134408
MB-5442,1.5531225,-7.4650774,-2.990542,-8.134483,4.626063,4.8128543,-12.081335,-6.455739,-7.091107,-0.75654185,-3.60721,-1.9167261,3.8192377
MB-5427,2.1492312,-6.9483986,-2.6377172,-9.684753,5.4359956,3.7138393,-12.480931,-6.912921,-8.308742,1.3500135,-2.4306238,-4.7736845,4.445888
MB-5491,1.9321512,-5.277675,-1.3642349,-8.484272,5.3985324,3.2337039,-9.07336,-9.029795,-7.877763,1.437011,-2.739421,-2.6887126,4.474566
MB-5493,2.2234874,-6.3809824,-3.1398692,-8.239472,4.0628266,3.7567616,-11.542151,-12.429461,-6.6819024,0.9788282,-4.302992,-2.4692202,4.2911935
MB-5451,1.1123755,-7.0744653,-4.163364,-9.659482,4.9375668,5.5016003,-11.348607,-5.958763,-8.218457,-0.031538725,-6.651943,-3.0469432,4.767753
MB-5454,-1.2701286,-8.687248,-5.888829,-12.488016,3.1032865,3.1002073,-14.316041,-1.4866261,-11.803638,-4.015545,-4.9244523,-3.8054376,3.4376926
MB-5360,-0.4273547,-7.388151,-5.073696,-12.371285,3.9123006,1.97471,-12.014827,-9.714449,-6.947595,-0.44112337,-4.9058666,-4.275425,3.5535681
MB-5229,1.9041628,-7.1337643,-3.4244826,-8.723774,4.0505133,4.688416,-11.488267,-5.9811664,-5.372925,-1.6834599,-5.4892344,-4.221172,4.5809116
MB-4827,0.93659973,-8.241586,-6.1165366,-12.264164,4.620672,3.3549926,-12.634683,-6.7393265,-6.014273,0.11619222,-2.8417454,-4.1886907,4.03901
MB-5455,-0.36821926,-9.100168,-6.466118,-13.518478,3.0933912,2.544517,-14.619831,-8.170714,-5.2896605,-0.57216275,-4.2027493,-4.578542,3.7957377
MB-5349,-0.026760697,-8.035456,-5.9067307,-13.266733,3.7037058,3.327653,-14.06866,-10.554497,-4.0296226,0.23905659,-2.8009071,-6.24002,4.403657
MB-5370,3.9615927,-4.9117203,-1.5293994,-2.271937,4.982725,3.9463527,-9.265125,-10.247528,-7.5100865,1.2709994,-4.4354286,-1.592133,5.4954996
MB-5290,1.0555971,-7.4770637,-4.613835,-9.757528,4.3843036,3.5088289,-11.853643,-8.783394,-8.058396,0.5893688,-5.2197924,-4.862918,4.0219693
MB-5366,2.4928675,-7.1117296,-4.0479293,-8.368826,3.429444,3.131271,-12.641526,-4.6143875,-3.6878066,-1.1475663,-5.372648,-3.881537,4.88084
MB-5382,-1.0146266,-8.546816,-6.2679634,-12.116382,2.070173,2.052267,-15.796086,-10.135981,-5.9407,-1.0358951,-3.6570706,-4.602923,3.0080564
MB-5402,-0.8304068,-7.150514,-5.019166,-11.955735,3.3365364,2.1884487,-13.950746,-9.622764,-4.9353056,-0.40829408,-3.5237362,-5.4043374,4.195777
MB-5288,-0.8804823,-7.624416,-4.256764,-13.224082,3.471294,4.28045,-13.923481,-4.6941614,-7.43004,-2.2563443,-5.173375,-2.920172,3.6925087
MB-5384,1.3809988,-6.8508515,-3.4548714,-8.16789,3.5682712,4.442928,-12.170216,-3.2378926,-6.3053384,-1.7168021,-6.2600727,-4.9252505,4.2641673
MB-5358,0.9929164,-7.6387405,-4.033439,-8.857212,4.109426,3.1499846,-11.926215,-8.963841,-6.6053324,-0.62581944,-3.9461524,-3.9160564,3.863691
MB-4357,-1.9741365,-10.80797,-7.9508476,-15.591715,2.1655025,2.0229902,-17.145483,-10.094994,-4.318903,-1.6848707,-5.2233243,-5.5529594,1.6583242
MB-4991,-0.35326684,-7.79045,-5.110976,-9.882177,2.694953,1.9853148,-13.635746,-4.568011,-6.503,-1.8235906,-2.857105,-4.249699,3.6313891
MB-5401,0.554253,-6.732256,-3.865158,-8.531777,3.5945888,3.2173624,-12.522924,-9.40025,-5.884288,-0.7879723,-3.9776564,-2.112257,4.118841
MB-5387,1.6188626,-7.6225576,-5.2802677,-10.568482,5.6783123,4.5251007,-14.144276,-9.605735,-8.133362,1.2109542,-5.127707,-3.9731426,3.6850922
MB-5390,2.5434048,-7.119366,-3.7685857,-6.4744034,3.981189,3.3557158,-12.69476,-7.0132856,-4.2605295,0.029081106,-3.3065646,-4.500754,4.218553
MB-5412,-0.9852456,-8.739113,-5.9585166,-12.896643,2.571996,1.8777514,-14.312889,-13.147185,-5.299837,-1.1834251,-3.7743623,-6.215302,2.893477
MB-5193,1.289028,-6.8698363,-2.71405,-8.019075,3.300538,4.7266955,-11.991966,-6.720976,-3.630206,-1.422678,-6.490883,-4.8757086,3.5039608
MB-5182,0.5177262,-9.193962,-6.393086,-11.815361,3.2976036,3.949572,-13.715994,-7.306879,-5.006562,-0.18614078,-6.2220955,-5.4197865,3.7523513
MB-5157,-0.032281518,-9.10037,-5.101532,-12.599473,3.2369423,2.8692698,-13.461445,-7.6268716,-4.5005035,-1.4546752,-3.6178033,-4.3493505,3.6344757
MB-5205,1.5006065,-7.4977713,-3.9998345,-8.875927,3.5836682,5.2445984,-12.842437,-8.255019,-3.6905305,-0.5824277,-5.06063,-5.7341957,4.3214235
MB-5161,0.22944659,-9.587529,-6.268379,-11.497936,2.8538318,6.04844,-14.954518,-7.664151,-4.697409,-2.3846884,-6.118458,-6.523734,4.117223
MB-5292,2.3280342,-6.9527454,-4.334487,-6.262827,2.944718,2.5353467,-12.408225,-12.034755,-3.2549505,-0.34908998,-3.263741,-4.138217,3.7988167
MB-5211,0.63710034,-6.5861855,-4.6282196,-6.502561,3.4699821,1.5382338,-12.363916,-7.901841,-6.7478175,-0.35337424,-3.7045975,-5.543101,3.3394778
MB-5218,0.68380064,-6.0092897,-2.5138044,-7.0759463,3.8536844,3.016127,-12.364485,-6.1563945,-5.046795,-0.76029176,-4.3030653,-3.2633834,4.369346
MB-5209,-0.012228489,-7.1099505,-3.5379725,-12.067541,5.062097,4.184336,-14.369277,-1.6432528,-5.8741612,-0.03545332,-6.053785,-3.1477911,3.6488938
MB-5227,1.1551948,-7.1909523,-4.7021675,-8.910887,4.326556,3.079529,-12.143634,-8.81448,-5.570226,-0.45381868,-2.5454407,-5.5113354,3.8547268
MB-5213,2.5628362,-7.3182893,-2.5211058,-5.5185027,4.282393,6.452237,-11.634806,0.08963299,-6.8768234,-2.128676,-5.6821012,-1.6812518,5.3953686
MB-5166,1.3873066,-6.4438257,-3.0320168,-6.643374,3.5607738,5.225989,-12.156024,-3.1432981,-5.455777,-1.4272723,-5.274457,-1.319169,5.585289
MB-5163,0.3839501,-7.2305627,-3.5299168,-9.850541,3.5455866,3.2959614,-12.720722,-8.896763,-2.9232194,-1.8019242,-4.623336,-4.665762,3.4897945
MB-5188,1.5091896,-6.6735144,-1.0825284,-9.21344,5.2843313,8.174003,-10.017013,8.394363,-11.908782,-2.8347397,-5.173733,1.3131866,5.9931755
MB-5143,0.46420854,-7.6349726,-4.1106215,-10.509249,3.6544979,4.3249874,-12.173891,-8.90602,-3.6145995,-0.31771553,-4.940736,-5.0541253,4.061391
MB-5329,-0.58125293,-9.574356,-5.7928457,-13.873607,3.1053808,3.283709,-14.885246,-9.276519,-5.1903214,-1.7259494,-5.944312,-5.932271,3.0761511
MB-5322,1.1875414,-7.4165444,-4.3126125,-12.400074,4.4606905,3.3754485,-11.912341,-12.569984,-5.0180855,0.89147496,-3.6782863,-4.1775765,4.056266
MB-5310,0.6668003,-7.13286,-2.0524225,-8.118244,3.0468473,5.443622,-11.855443,-3.2549615,-4.349099,-2.871262,-5.5419455,-2.7099967,4.2912974
MB-4000,1.9427522,-8.209139,-5.571113,-7.3492346,3.2044759,3.0112715,-14.075381,-13.441547,-1.0754304,1.0836668,-6.4939013,-5.848781,3.5597367
MB-5240,0.3037361,-8.37865,-4.755159,-10.242646,2.3507252,4.8279295,-14.95101,-7.5572968,-2.9403465,-3.4154587,-5.092023,-5.4004683,3.7417624
MB-5228,2.7424173,-7.4777007,-5.091011,-7.8099604,3.835815,3.6217816,-11.127149,-9.841094,-2.5407648,0.6863289,-3.3197029,-2.681418,4.8400173
MB-5136,-1.3757447,-9.6675,-5.7902923,-13.937417,2.055078,4.1420374,-15.478115,-6.795102,-5.4718013,-3.3846724,-5.674155,-5.6951494,3.2590415
MB-5140,2.7997003,-5.574692,-0.49359703,-7.0717535,5.8990793,4.5088153,-8.316532,-7.4065366,-5.979954,1.9560232,-2.5167108,-0.8074031,5.2833796
MB-5106,1.2005719,-6.992102,-2.2340064,-7.6875205,3.8883588,4.951801,-11.353134,-5.5175033,-6.3512316,-1.1148845,-3.614662,-2.365467,4.192794
MB-5117,0.9428607,-6.9435434,-2.964453,-7.675991,3.6953292,3.7749708,-10.990712,-8.265816,-6.7753243,-0.5456034,-5.2523375,-3.6815357,4.1402397
MB-5104,-1.3011919,-10.2099285,-7.817173,-15.02161,1.8947997,1.0393078,-15.786251,-11.76078,-4.1459117,-1.2343082,-3.5499926,-6.450773,2.2722478
MB-5131,-0.49335635,-8.59293,-4.532545,-11.285776,2.9624956,3.0243618,-13.270863,-7.804079,-6.160837,-1.5149841,-4.0892982,-2.5735397,3.4709854
MB-5109,0.79563904,-9.190102,-5.7261577,-10.61579,3.075656,3.665434,-12.874754,-7.8808565,-4.2640886,-0.3292551,-3.3451066,-3.1314783,4.2045574
